cvgeo,id,year,SOLICITUD,PROMOVENTE,EVENTO,Resistencia_Insectos,Tolerancia_Glufosinato,Tolerancia_Glifosato,Tolerancia_Dicamba,Otra_Caracteristica,Fenotip,ORGANISMO,specie,CICLO_AGRICOLA,SUPERFICIE_SOLICITADA.Has.,area,FECHA_RESOLUCION,SUPERFICIE_SEMBRADA.Has.,type,ent,mun,lat,lon,counter
28032,24,2012,024/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Reynosa,25.81024,-98.37336,1
28033,24,2012,024/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Río Bravo,25.74441,-98.03785,1
28040,24,2012,024/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Valle Hermoso,25.70068,-97.8448,1
17024,26,2012,026/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",osnac6-DREB2A CA,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,27,2012,027/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",Lip9-DREB2A CA,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0.01,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,28,2012,028/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",Lip9-NCED3,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,07/11/2012,0.02,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,29,2012,029/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",Ubi-DREB2A CA,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0.01,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,30,2012,030/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",Ubi-AREB1dQT,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,01/11/2012,0,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,31,2012,031/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",Lip9-AREB1dQT,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,01/11/2012,0,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,32,2012,032/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",Osnac6-AREB1dQT,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,01/11/2012,0,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
25001,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Ahome,25.89565,-109.1332,1
25002,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Angostura,25.14607,-108.1411,1
25003,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Badiraguato,25.59085,-107.396,1
25006,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Culiacán,24.65149,-107.2667,1
25010,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,El Fuerte,26.25532,-108.679,1
25011,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Guasave,25.5346,-108.5582,1
25013,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Mocorito,25.12222,-107.7804,1
25015,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Salvador Alvarado,25.30273,-107.9782,1
25017,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Sinaloa,25.96879,-108.1103,1
25018,33,2012,033/2012,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"15,000.00",15000,23/11/2012,185,Experimental,Sinaloa,Navolato,24.72325,-107.7646,1
25001,34,2012,034/2012,"Dow AgroSciences de México, S.A. de C.V.",MON-89034-3 x DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.1824,0.15,26/11/2012,0.06,Experimental,Sinaloa,Ahome,25.89565,-109.1332,1
25002,34,2012,034/2012,"Dow AgroSciences de México, S.A. de C.V.",MON-89034-3 x DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.1824,0.15,26/11/2012,0.06,Experimental,Sinaloa,Angostura,25.14607,-108.1411,1
25006,34,2012,034/2012,"Dow AgroSciences de México, S.A. de C.V.",MON-89034-3 x DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.1824,0.15,26/11/2012,0.06,Experimental,Sinaloa,Culiacán,24.65149,-107.2667,1
25001,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Ahome,25.89565,-109.1332,1
25002,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Angostura,25.14607,-108.1411,1
25003,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Badiraguato,25.59085,-107.396,1
25006,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Culiacán,24.65149,-107.2667,1
25010,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,El Fuerte,26.25532,-108.679,1
25011,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Guasave,25.5346,-108.5582,1
25013,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Mocorito,25.12222,-107.7804,1
25015,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Salvador Alvarado,25.30273,-107.9782,1
25017,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Sinaloa,25.96879,-108.1103,1
25018,35,2012,035/2012,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x ACS-GH001-3 ,No,Sí,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"1,000.00",1000,30/11/2012,5,Experimental,Sinaloa,Navolato,24.72325,-107.7646,1
26012,36,2012,036/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Bácum,27.61739,-110.0834,1
26018,36,2012,036/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Cajeme,27.79282,-109.8868,1
26026,36,2012,036/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Etchojoa,27.01514,-109.6885,1
26029,36,2012,036/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Guaymas,28.334,-110.721,1
26033,36,2012,036/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Huatabampo,26.74891,-109.4403,1
26012,37,2012,037/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Bácum,27.61739,-110.0834,1
26018,37,2012,037/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Cajeme,27.79282,-109.8868,1
26026,37,2012,037/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Etchojoa,27.01514,-109.6885,1
26029,37,2012,037/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Guaymas,28.334,-110.721,1
26033,37,2012,037/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Huatabampo,26.74891,-109.4403,1
26012,38,2012,038/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Bácum,27.61739,-110.0834,1
26018,38,2012,038/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Cajeme,27.79282,-109.8868,1
26026,38,2012,038/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Etchojoa,27.01514,-109.6885,1
26029,38,2012,038/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Guaymas,28.334,-110.721,1
26033,38,2012,038/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,195.84,195.84,12/09/2012,2.57,Programa Piloto,Sonora,Huatabampo,26.74891,-109.4403,1
25001,39,2012,039/2012,"Dow AgroSciences de México, S.A. de C.V.",DAS-01507-1,Sí,Sí,No,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,6,3,12/09/2012,0.73,Programa Piloto,Sinaloa,Ahome,25.89565,-109.1332,1
25002,39,2012,039/2012,"Dow AgroSciences de México, S.A. de C.V.",DAS-01507-1,Sí,Sí,No,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,6,3,12/09/2012,0.73,Programa Piloto,Sinaloa,Angostura,25.14607,-108.1411,1
25006,39,2012,039/2012,"Dow AgroSciences de México, S.A. de C.V.",DAS-01507-1,Sí,Sí,No,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,6,3,12/09/2012,0.73,Programa Piloto,Sinaloa,Culiacán,24.65149,-107.2667,1
26033,40,2012,040/2012,"PHI México, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.2,0.2,01/10/2012,0.21,Programa Piloto,Sonora,Huatabampo,26.74891,-109.4403,1
26018,41,2012,041/2012,"PHI México, S.A. de C.V.",DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,3.92,3.92,01/10/2012,0.32,Programa Piloto,Sonora,Cajeme,27.79282,-109.8868,1
26033,41,2012,041/2012,"PHI México, S.A. de C.V.",DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,3.92,3.92,01/10/2012,0.32,Programa Piloto,Sonora,Huatabampo,26.74891,-109.4403,1
25006,45,2012,045/2012,"Syngenta Agro, S.A. de C.V.",SYN-BT011-1 x SYN-IR162-4 x SYN-IR604-5 x MON-00021-9,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,3.936,5.66,30/11/2012,0.38,Experimental,Sinaloa,Culiacán,24.65149,-107.2667,1
25001,46,2012,046/2012,"PHI México, S.A. de C.V.",DAS-01507-1 x MON-00810-6 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,1.095,0.73,30/11/2012,0.32,Experimental,Sinaloa,Ahome,25.89565,-109.1332,1
25006,46,2012,046/2012,"PHI México, S.A. de C.V.",DAS-01507-1 x MON-00810-6 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,1.095,0.73,30/11/2012,0.32,Experimental,Sinaloa,Culiacán,24.65149,-107.2667,1
25001,48,2012,048/2012,"PHI México, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.3,0.3,18/12/2012,0.37,Programa Piloto,Sinaloa,Ahome,25.89565,-109.1332,1
25018,48,2012,048/2012,"PHI México, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.3,0.3,18/12/2012,0.37,Programa Piloto,Sinaloa,Navolato,24.72325,-107.7646,1
25001,49,2012,049/2012,"PHI México, S.A. de C.V.",DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,5.88,5.88,18/12/2012,0.48,Programa Piloto,Sinaloa,Ahome,25.89565,-109.1332,1
25018,49,2012,049/2012,"PHI México, S.A. de C.V.",DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,5.88,5.88,18/12/2012,0.48,Programa Piloto,Sinaloa,Navolato,24.72325,-107.7646,1
28015,50,2012,050/2012,"Dow AgroSciences de México, S.A. de C.V.",MON-89034-3 x DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.1088,0.11,31/01/2013,0.11,Experimental,Tamaulipas,Gustavo Díaz Ordaz,26.13637,-98.64124,1
28022,50,2012,050/2012,"Dow AgroSciences de México, S.A. de C.V.",MON-89034-3 x DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.1088,0.11,31/01/2013,0.11,Experimental,Tamaulipas,Matamoros,25.61236,-97.53291,1
28040,50,2012,050/2012,"Dow AgroSciences de México, S.A. de C.V.",MON-89034-3 x DAS-01507-1 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,0.1088,0.11,31/01/2013,0.11,Experimental,Tamaulipas,Valle Hermoso,25.70068,-97.8448,1
25001,51,2012,051/2012,"PHI México, S.A. de C.V.",DAS-01507-1 x MON-00810-6 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño- Invierno 2012 - 2013,5.88,5.88,31/01/2013,1.72,Programa Piloto,Sinaloa,Ahome,25.89565,-109.1332,1
25018,51,2012,051/2012,"PHI México, S.A. de C.V.",DAS-01507-1 x MON-00810-6 x MON-00603-6,Sí,Sí,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño- Invierno 2012 - 2013,5.88,5.88,31/01/2013,1.72,Programa Piloto,Sinaloa,Navolato,24.72325,-107.7646,1
25001,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Ahome,25.89565,-109.1332,1
25002,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Angostura,25.14607,-108.1411,1
25006,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Culiacán,24.65149,-107.2667,1
25008,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Elota,24.04339,-106.8421,1
25010,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,El Fuerte,26.25532,-108.679,1
25011,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Guasave,25.5346,-108.5582,1
25013,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Mocorito,25.12222,-107.7804,1
25015,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Salvador Alvarado,25.30273,-107.9782,1
25017,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Sinaloa,25.96879,-108.1103,1
25018,56,2012,056/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,38.66,Programa Piloto,Sinaloa,Navolato,24.72325,-107.7646,1
25001,57,2012,057/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Otoño - Invierno 2012,371.79,248.64,26/11/2012,9.7,Programa Piloto,Sinaloa,Ahome,25.89565,-109.1332,1
