cvgeo,id,year,SOLICITUD,PROMOVENTE,EVENTO,Resistencia_Insectos,Tolerancia_Glufosinato,Tolerancia_Glifosato,Tolerancia_Dicamba,Otra_Caracteristica,Fenotip,ORGANISMO,specie,CICLO_AGRICOLA,SUPERFICIE_SOLICITADA.Has.,area,FECHA_RESOLUCION,SUPERFICIE_SEMBRADA.Has.,type,ent,mun,lat,lon,counter
10007,8,2012,008/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Gómez Palacio,25.72798,-103.4906,1
10007,8,2012,008/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Gómez Palacio,25.72798,-103.4906,1
10036,8,2012,008/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Tlahualilo,26.34496,-103.6255,1
5009,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Coahuila de Zaragoza,Francisco I. Madero,26.32015,-103.1809,1
5017,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Coahuila de Zaragoza,Matamoros,25.54669,-103.1983,1
5033,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Coahuila de Zaragoza,San Pedro,26.08404,-102.718,1
5035,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Coahuila de Zaragoza,Torreón,25.05128,-103.2083,1
8001,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Ahumada,30.44924,-106.3807,1
8002,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Aldama,29.07329,-105.5886,1
8003,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Allende,27.02001,-105.436,1
8010,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Buenaventura,29.92563,-107.0648,1
8010,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Buenaventura,29.92563,-107.0648,1
8017,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Cuauhtémoc,28.72347,-106.9487,1
8017,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Cuauhtémoc,28.72347,-106.9487,1
8021,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Delicias,28.11949,-105.4919,1
8036,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Jiménez,27.08211,-104.3907,1
8045,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Meoqui,28.35062,-105.5015,1
8052,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Ojinaga,29.36422,-104.5253,1
10007,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Gómez Palacio,25.72798,-103.4906,1
10007,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Gómez Palacio,25.72798,-103.4906,1
10036,9,2012,009/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Tlahualilo,26.34496,-103.6255,1
5009,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Coahuila de Zaragoza,Francisco I. Madero,26.32015,-103.1809,1
5017,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Coahuila de Zaragoza,Matamoros,25.54669,-103.1983,1
5033,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Coahuila de Zaragoza,San Pedro,26.08404,-102.718,1
5035,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Coahuila de Zaragoza,Torreón,25.05128,-103.2083,1
8001,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Ahumada,30.44924,-106.3807,1
8002,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Aldama,29.07329,-105.5886,1
8003,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Allende,27.02001,-105.436,1
8010,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Buenaventura,29.92563,-107.0648,1
8010,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Buenaventura,29.92563,-107.0648,1
8017,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Cuauhtémoc,28.72347,-106.9487,1
8017,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Cuauhtémoc,28.72347,-106.9487,1
8021,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Delicias,28.11949,-105.4919,1
8036,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Jiménez,27.08211,-104.3907,1
8045,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Meoqui,28.35062,-105.5015,1
8052,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Chihuahua,Ojinaga,29.36422,-104.5253,1
10007,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Gómez Palacio,25.72798,-103.4906,1
10007,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Gómez Palacio,25.72798,-103.4906,1
10036,10,2012,010/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,Primavera - Verano 2012,391.68,253.44,20/07/2012,0.47,Programa Piloto,Durango,Tlahualilo,26.34496,-103.6255,1
17024,13,2012,013/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",rd29a-DREB1A,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0.01,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,14,2012,014/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",ubi-DREB1A,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0.01,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,15,2012,015/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",osnac6-Osnac6,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0.01,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,16,2012,016/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",osnac6-DREB1A,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,17,2012,017/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",ubi-AtGolS2,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0.02,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,18,2012,018/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",Lip9-DREB1A,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,01/11/2012,0.01,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
17024,19,2012,019/2012,"Centro Internacional de Mejoramiento de Maíz y Trigo, (CIMMYT).",ubi-SRK2C,No,No,No,No,Sí,Otra característica,Triticum aestivum,Trigo,Otoño - Invierno 2012,0.1,0.1,24/10/2012,0.01,Experimental,Morelos,Tlaltizapán de Zapata,18.7084,-99.14861,1
25001,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Ahome,25.89565,-109.1332,1
25002,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Angostura,25.14607,-108.1411,1
25006,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Culiacán,24.65149,-107.2667,1
25008,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Elota,24.04339,-106.8421,1
25010,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,El Fuerte,26.25532,-108.679,1
25011,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Guasave,25.5346,-108.5582,1
25013,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Mocorito,25.12222,-107.7804,1
25015,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Salvador Alvarado,25.30273,-107.9782,1
25017,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Sinaloa,25.96879,-108.1103,1
25018,20,2012,020/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"40,000.00",40000,07/11/2012,3,Experimental,Sinaloa,Navolato,24.72325,-107.7646,1
25001,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Ahome,25.89565,-109.1332,1
25002,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Angostura,25.14607,-108.1411,1
25006,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Culiacán,24.65149,-107.2667,1
25008,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Elota,24.04339,-106.8421,1
25010,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,El Fuerte,26.25532,-108.679,1
25011,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Guasave,25.5346,-108.5582,1
25013,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Mocorito,25.12222,-107.7804,1
25015,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Salvador Alvarado,25.30273,-107.9782,1
25017,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Sinaloa,25.96879,-108.1103,1
25018,21,2012,021/2012,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2012,"11,500.00",11500,07/11/2012,3.12,Experimental,Sinaloa,Navolato,24.72325,-107.7646,1
28022,22,2012,022/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Matamoros,25.61236,-97.53291,1
28032,22,2012,022/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Reynosa,25.81024,-98.37336,1
28033,22,2012,022/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Río Bravo,25.74441,-98.03785,1
28040,22,2012,022/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-00603-6,No,No,Sí,No,No,Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Valle Hermoso,25.70068,-97.8448,1
28022,23,2012,023/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Matamoros,25.61236,-97.53291,1
28032,23,2012,023/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Reynosa,25.81024,-98.37336,1
28033,23,2012,023/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Río Bravo,25.74441,-98.03785,1
28040,23,2012,023/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-00603-6,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Valle Hermoso,25.70068,-97.8448,1
28022,24,2012,024/2012,"Semillas y Agroproductos Monsanto, S.A. de C.V. y Monsanto Comercial, S.A. de C.V.",MON-89034-3 x MON-88017-3,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Zea mays L.,Maíz,julio de 2012 a julio 2013,335.53,335.53,26/06/2012,23.94,Programa Piloto,Tamaulipas,Matamoros,25.61236,-97.53291,1
